"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","review_profilename","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid","id"
48,"Brouwerij Van Steenberge N.V.",1182009163,4,4,4.5,"BuckeyeNation","Belgian Strong Pale Ale",3.5,4,"Atomium Grand Cru",8,7930,4484
3620,"Tuppers' Hop Pocket Brewing Company",1187093858,3.5,4,4,"BuckeyeNation","Keller Bier / Zwickel Bier",3.5,3.5,"Tuppers' Hop Pocket Pils (Keller Pils)",5,1191,4485
322,"Brouwerij Smisje",1181502750,2.5,2.5,3.5,"ChainGangGuy","Quadrupel (Quad)",3,2.5,"'t Smisje BBBourgondier",12,7988,4486
2651,"Bayhawk Ales",1185563932,3,3,3,"ChainGangGuy","American Pale Ale (APA)",3,3,"California Pale Ale",5.4,6498,4487
7730,"Nøgne Ø - Det Kompromissløse Bryggeri A/S",1179668155,4,4,4,"BuckeyeNation","English Brown Ale",4,4,"Brown Ale",4.5,14163,4488
158,"Great Divide Brewing Company",1167067170,4.5,4,4.5,"akorsak","American Barleywine",4.5,4.5,"Old Ruffian Barley Wine",10.2,20931,4489
199,"Ballast Point Brewing Company",1086546461,4,4.5,4.5,"BuckeyeNation","American IPA",4,4,"Big Eye IPA",7,709,4490
2210,"Firestone Walker Brewing Co.",1271824956,3.5,3.5,4,"womencantsail","American Strong Ale",4,3.5,"Firestone 10 - Anniversary Ale",12,33219,4491
16866,"The Bruery",1307400359,4,3.5,4,"womencantsail","Old Ale",4.5,4.5,"Cuir (100% Bourbon Barrel Aged)",14.5,69569,4492
147,"Stone Brewing Co.",1254876677,4.5,4,4,"womencantsail","American Porter",4.5,4,"Kona Coffee Macadamia Coconut Porter",8.5,52828,4493
729,"Palmetto Brewing Company",1094589081,4.5,4,4,"BuckeyeNation","American Porter",4.5,4,"Palmetto Porter",NA,2681,4494
1933,"Mishawaka Brewing Company",1187713070,2,2,3,"ChainGangGuy","Fruit / Vegetable Beer",2,2,"Raspberry Wheat Beer",5.3,6762,4495
16866,"The Bruery",1296895450,3,3.5,4,"womencantsail","Saison / Farmhouse Ale",3.5,3,"0% Brett Saison De Lente",6.5,65890,4496
16866,"The Bruery",1304985090,3.5,4,4.5,"womencantsail","Chile Beer",4,4,"Nano Series: El Fantasma Negro",NA,68722,4497
605,"Bayern Brewing, Inc.",1128865170,3.5,3,3.5,"BuckeyeNation","Kristalweizen",3.5,3.5,"Trout Slayer Ale",5.6,1604,4498
417,"August Schell Brewing Company",1193579662,3,2.5,2.5,"BuckeyeNation","Light Lager",2,2.5,"Schell's Original Light",4,8457,4499
22150,"Stillwater Artisanal Ales",1315548591,4,4,4,"womencantsail","Belgian Strong Dark Ale",4,3.5,"Folklore (aka 25 To One)",8.4,66512,4500
392,"Weyerbacher Brewing Co.",1191637644,4,4.5,4,"akorsak","English Barleywine",4.5,4,"Insanity",11.1,18199,4501
2210,"Firestone Walker Brewing Co.",1264391361,4,3.5,3.5,"womencantsail","English Pale Ale",3.5,3.5,"Double Barrel Ale",5,5653,4502
4398,"Baron Brewing",1199997180,3,2.5,3,"ChainGangGuy","Märzen / Oktoberfest",3,3,"Oktoberfest",6.5,9922,4503
2097,"Kuhnhenn Brewing Company",1265307510,3.5,2.5,3.5,"womencantsail","Belgian Strong Dark Ale",3.5,4,"Kuhnhenn Mayhem",NA,54354,4504
14879,"Hoppin' Frog Brewery",1299443049,3,4,3.5,"ChainGangGuy","Winter Warmer",4,3.5,"Frosted Frog Christmas Ale",8.6,54134,4505
9197,"Huisbrouwerij Sint Canarus",1278020923,4,4,4,"womencantsail","Belgian Strong Dark Ale",4,4,"Potteloereke",8,25669,4506
207,"Brasserie de Rochefort",1134254295,4.5,5,5,"akorsak","Quadrupel (Quad)",5,5,"Trappistes Rochefort 10",11.3,645,4507
507,"Gulpener Bierbrouwerij B.V.",1189373306,3.5,3,3,"ChainGangGuy","Flanders Oud Bruin",3,3,"Mestreechs Aajt (US - Non-Saccharin Version)",5,17879,4508
287,"Bell's Brewery, Inc.",1163384747,4,4.5,4,"akorsak","American Double / Imperial IPA",4,4,"Bell's Hopslam Ale",10,17112,4509
18149,"The Lost Abbey",1284856627,4,4,4,"akorsak","Belgian Pale Ale",4,4,"Saints' Devotion",6.25,46144,4510
14879,"Hoppin' Frog Brewery",1240607160,4,4.5,4.5,"BuckeyeNation","Russian Imperial Stout",4,4,"B.O.R.I.S. The Crusher Oatmeal-Imperial Stout",9.4,33644,4511
73,"Great Lakes Brewing Company",1317108138,5,4,4,"womencantsail","Vienna Lager",4,4,"Great Lakes Eliot Ness",6.2,229,4512
19348,"Xbeeriment I/S",1307035172,1,1,3.5,"womencantsail","American Stout",3.5,1,"Xbeeriment Barack (Xbeeriment #44)",7.7,50756,4513
22433,"Orange Blossom Pilsner LLC",1302983884,2.5,3,3.5,"womencantsail","Fruit / Vegetable Beer",3.5,3,"Orange Blossom Pilsner",6.5,16431,4514
689,"Two Brothers Brewing Company",1115040986,4,3,3.5,"BuckeyeNation","American Blonde Ale",4,3.5,"Prairie Path Ale",5.1,1966,4515
433,"Molson Coors Canada",1213130378,2,1.5,3,"ChainGangGuy","American Blonde Ale",2.5,1.5,"Molson Golden",5,1313,4516
632,"Triple Rock Brewery & Alehouse",1313472684,3,2.5,3,"womencantsail","American Wild Ale",3.5,2.5,"25th Anniversary Sour (Bourbon Barrel Aged)",8,72141,4517
694,"Tröegs Brewing Company",1312506642,4,4,4,"akorsak","American IPA",4,4,"Scratch Beer 45 - 2011",7,71386,4518
1170,"Upland Brewing Company",1245623364,4.5,4,4,"ChainGangGuy","Lambic - Fruit",4,4.5,"Blackberry Lambic",NA,39066,4519
4408,"RJ Rockers Brewing Company",1240672072,3.5,3.5,4,"ChainGangGuy","American Pale Wheat Ale",4,3.5,"Son Of A Peach",5.8,48165,4520
13524,"Oceanside Ale Works",1283480124,3.5,3,4,"womencantsail","American Double / Imperial IPA",3.5,3,"Dude XXIPA",NA,61556,4521
306,"Coors Brewing Company",1287957296,3.5,3,3,"akorsak","Light Lager",3,3,"Coors Light",4.2,837,4522
1930,"Alcatraz Brewing Co.",1284714863,4.5,4,4,"womencantsail","Scottish Ale",4.5,4,"Maclead's Kiltlifter",5.8,37079,4523
22,"Unibroue",1225230874,5,4.5,4,"BuckeyeNation","Belgian Strong Pale Ale",4,4.5,"Unibroue 16",10,35299,4524
4555,"Tustin Brewing Company",1263941208,4,3.5,4.5,"womencantsail","Oatmeal Stout",4,4,"Oatmeal Stout",NA,55513,4525
30,"Avery Brewing Company",1093191491,3.5,4,4,"BuckeyeNation","Irish Dry Stout",3.5,3.5,"Out Of Bounds Stout",6.3,1830,4526
3120,"Alpine Beer Company",1269831095,4,4,4,"womencantsail","American Pale Wheat Ale",4,4,"Willy Vanilly",4.9,10525,4527
423,"Boulevard Brewing Co.",1274366253,4.5,4.5,4,"BuckeyeNation","American Double / Imperial Pilsner",4,4,"Collaboration No. 1 - Imperial Pilsner",8,55382,4528
870,"Moylan's Brewery",1303445946,3,3.5,4,"womencantsail","American Barleywine",3.5,3,"Old Blarney Barleywine - Brandy Barrel Aged",10,67858,4529
25327,"DC Brau Brewing Co.",1305941038,4,4,4,"akorsak","American Pale Ale (APA)",4,4,"The Public Ale",6,68154,4530
396,"AleSmith Brewing Company",1132460306,4.5,4.5,4,"ChainGangGuy","Scotch Ale / Wee Heavy",4.5,5,"AleSmith Wee Heavy",10,16400,4531
2299,"Brouwerij Strubbe",1220133870,3.5,3.5,4,"BuckeyeNation","Tripel",4,3.5,"Keyte Ostêns Belegeringsbier",7.5,18901,4532
2155,"Red Brick Station",1151878189,4,3.5,3.5,"akorsak","American Amber / Red Ale",4,3.5,"Something Red",5,15037,4533
5318,"Port Brewing Company / Pizza Port",1252986919,2,4,4,"womencantsail","American Double / Imperial Pilsner",4,2,"Panzer Imperial Pilsner",9.5,45328,4534
22,"Unibroue",1132284001,4,3.5,4,"akorsak","Belgian Strong Dark Ale",4,3.5,"Trois Pistoles",9,30,4535
17271,"Bootlegger's Brewery",1263924554,4,2.5,3.5,"womencantsail","Hefeweizen",3.5,3,"Old World Hefeweizen",5,43510,4536
12583,"Taybeh Brewing Co.",1310506052,2,2.5,3.5,"womencantsail","German Pilsener",3,2.5,"Taybeh Golden",5,31110,4537
1114,"Bullfrog Brewery",1236457970,3,4,4,"akorsak","American Porter",3.5,3.5,"Smoked Porter",6,34930,4538
16057,"Maui Brewing Co.",1307779715,2.5,3,4,"womencantsail","American IPA",4,3,"Flyin' Hi.P.Hay",6.8,69371,4539
10097,"Harpoon Brewery",1212793015,4,4,4,"akorsak","Rye Beer",4.5,4,"Harpoon Old Rusty's Red Rye Ale (100 Barrel Series #23)",6.5,42728,4540
3268,"O'Fallon Brewery",1191678077,4,3.5,4,"BuckeyeNation","American IPA",3.5,4,"5 Day IPA",6.1,28350,4541
607,"High Point Brewing Company",1270757942,4.5,4,4.5,"ChainGangGuy","Weizenbock",4,4,"Ramstein Winter Wheat",9.5,2743,4542
9897,"Jolly Pumpkin Artisan Ales",1203111747,3.5,3.5,4,"BuckeyeNation","American Double / Imperial Stout",3.5,4,"Madrugada Obscura, Dark Dawn Stout",8.1,28309,4543
287,"Bell's Brewery, Inc.",1293128324,2.5,3,4,"womencantsail","American Strong Ale",3.5,3,"Bell's Eccentric Ale 2009 (Released 2010)",12.1,64483,4544
17988,"Breakwater Brewing",1298400480,2.5,3,4,"womencantsail","American IPA",3.5,3,"Del Mar Jetty IPA",NA,60056,4545
2791,"Brouwerij Timmermans-John Martin N.V.",1309447597,2,2,4,"womencantsail","Flanders Red Ale",3,2,"Bourgogne Des Flandres",5,6564,4546
3900,"Kaltenberg International / König Ludwig International GmbH & Co.KG",1292723664,3.5,3,4,"akorsak","Hefeweizen",3.5,3,"König Ludwig Weiss (Royal Bavarian Hefe-Weizen)",5.5,4847,4547
396,"AleSmith Brewing Company",1265661927,4.5,4.5,4.5,"womencantsail","American Porter",4.5,4.5,"AleSmith Decadence 2007 Imperial Porter Barrel Aged",10,48450,4548
997,"The Brewer's Art",1205115394,4,4,4,"akorsak","Tripel",4.5,4.5,"Brewer's Art Green Peppercorn Tripel",9.2,15899,4549
190,"Brouwerij De Troch",1215777542,3.5,3.5,3.5,"BuckeyeNation","Lambic - Fruit",4,4,"Chapeau Apricot Lambic",3,1957,4550
18149,"The Lost Abbey",1277880342,4,3.5,4,"womencantsail","Munich Helles Lager",4,3.5,"Road To Helles",5.2,59377,4551
610,"Bear Republic Brewing Co.",1291487931,3.5,3.5,3.5,"womencantsail","American Wild Ale",4,3.5,"Old Scoutter's Call Of The Wild",9.5,64100,4552
2055,"Bernard Family Brewery",1234646721,4.5,4,4,"ChainGangGuy","Euro Dark Lager",4,4,"Bernard Cerne",5,21521,4553
20017,"Five Seasons Westside",1257285433,4.5,4,4,"ChainGangGuy","Märzen / Oktoberfest",4,4,"Oktoberfest",NA,53742,4554
850,"Moon River Brewing Company",1305325167,4.5,4,4,"ChainGangGuy","English Bitter",4,3.5,"Apparition Ale",4.8,62442,4555
19832,"Crown Valley Brewing & Distilling Co.",1309023473,3.5,3.5,4,"ChainGangGuy","American IPA",4,3.5,"Wooden Nickel India Pale Ale",5.6,64489,4556
266,"Mad River Brewing Company",1263135398,4.5,4,4,"BuckeyeNation","American Black Ale",3.5,4.5,"Serious Madness",8.6,48143,4557
16205,"Saint Somewhere Brewing Company",1302474501,3.5,4,4,"womencantsail","Saison / Farmhouse Ale",4,3.5,"Lectio Divina",8,38427,4558
113,"Samuel Smith Old Brewery (Tadcaster)",1268155889,3.5,3.5,4,"ChainGangGuy","Fruit / Vegetable Beer",3.5,3.5,"Samuel Smith's Organic Cherry Fruit Beer",5.1,37400,4559
9262,"Grupo Cervezas Alhambra, SL",1226410136,3,3,3.5,"BuckeyeNation","Euro Dark Lager",3,3,"Alhambra Negra",5.4,22584,4560
1930,"Alcatraz Brewing Co.",1264014890,4,3.5,3.5,"womencantsail","American Amber / Red Ale",3.5,3.5,"Big House Red",5.6,7031,4561
11036,"Foothills Brewing Company",1284928493,4,4,4,"akorsak","Russian Imperial Stout",4.5,4,"Barrel Aged Sexual Chocolate",9.75,51153,4562
23052,"Great River Brewery",1289138030,4,3.5,4,"BuckeyeNation","Irish Red Ale",4,4,"Roller Dam Red Ale",5.4,60384,4563
16320,"Brasserie de la Senne",1239415408,4,4,3.5,"ChainGangGuy","Belgian Pale Ale",4,4,"Taras Boulba",4.5,32846,4564
73,"Great Lakes Brewing Company",1166146892,4,4,4,"akorsak","Winter Warmer",4,3,"Great Lakes Christmas Ale",7.5,1576,4565
396,"AleSmith Brewing Company",1239133392,4.5,4.5,4,"ChainGangGuy","American Double / Imperial Stout",4,4.5,"AleSmith Speedway Stout - Barrel Aged",12,31484,4566
35,"Boston Beer Company (Samuel Adams)",1316114194,4,4,3.5,"ChainGangGuy","Pumpkin Ale",4,4,"Samuel Adams Harvest Pumpkin Ale",5.7,45844,4567
19293,"Birra Toccalmatto",1315096580,2.5,3,4,"womencantsail","American Strong Ale",3,3,"Italian Strong Ale",9,72792,4568
751,"Big Sky Brewing Company",1290219737,4.5,4,4,"womencantsail","Russian Imperial Stout",4.5,4.5,"Ivan The Terrible",10,45849,4569
826,"Brasserie de l'Abbaye du Val-Dieu",1228869244,3.5,3.5,4,"ChainGangGuy","Dubbel",3.5,4,"Val-Dieu Brune",8,2575,4570
16589,"Spring House Brewing Company",1297544263,4,3.5,4,"akorsak","American Black Ale",3.5,3.5,"Blacker Cracker",5.7,66181,4571
14225,"Manav Breweries Pvt. Ltd.",1173562082,4,3,4,"ChainGangGuy","Euro Strong Lager",4,3,"India Special Reserve Beer",6,31883,4572
694,"Tröegs Brewing Company",1141687491,4.5,4.5,4,"BuckeyeNation","American Amber / Red Ale",4,4.5,"Tröegs Nugget Nectar",7.5,15881,4573
14879,"Hoppin' Frog Brewery",1314639424,4,4,4,"womencantsail","Russian Imperial Stout",4.5,4.5,"BORIS Royale",9.4,69461,4574
2216,"Brouwerij Drie Fonteinen",1314580459,3.5,3.5,4,"womencantsail","English Porter",4,3.5,"Zwet.Be",7,63971,4575
2743,"Green Flash Brewing Co.",1211425150,3.5,4,3.5,"akorsak","American Amber / Red Ale",3.5,4,"Green Flash Hop Head Red Ale",7,35732,4576
2426,"Madison Brewing Co.",1153102334,3,3.5,4,"akorsak","English Strong Ale",3,3,"Olde 76 Strong Ale",NA,6641,4577
23688,"Baying Hound Aleworks",1325984578,3,3.5,4,"akorsak","American Stout",2.5,3,"Long Snout Stout",6,71668,4578
3120,"Alpine Beer Company",1266555648,4,4,4,"womencantsail","American Porter",4.5,4.5,"Token",8.5,55431,4579
1482,"The Seven Barrel Brewery",1153253640,3.5,3,3.5,"akorsak","American Blonde Ale",3.5,3.5,"Ice Rock Canadian",NA,22053,4580
11370,"Hill Brewing Company",1202737621,3.5,3,3.5,"BuckeyeNation","American Adjunct Lager",3.5,3.5,"Ray Hill's American Pilsner",NA,36236,4581
287,"Bell's Brewery, Inc.",1212075241,4,4.5,4.5,"BuckeyeNation","American Double / Imperial IPA",4.5,4,"Big Head San Diego Style Ale",11,42112,4582
2372,"Terrapin Beer Company",1276794622,4,4,4,"womencantsail","Belgian Strong Dark Ale",4,4,"Terrapin The Dark Side Belgian Style Imperial Stout",8.5,54746,4583
7753,"Olde Hickory Brewery",1268004882,4.5,4,4.5,"ChainGangGuy","American Amber / Red Lager",4.5,4,"Ruby Lager",3.7,55134,4584
17271,"Bootlegger's Brewery",1267849056,3.5,3.5,4,"womencantsail","American Porter",4,3.5,"Black Strap Porter",5.6,56592,4585
309,"Brasserie Duyck",1189203792,3,3,3,"ChainGangGuy","Bière de Garde",4,3,"Jenlain Ambrée",7.5,27116,4586
4067,"Fordham Brewing Company",1145142658,4,3.5,3.5,"akorsak","English Stout",4.5,4,"Genius Stout",NA,29921,4587
6045,"Iron Hill Brewery & Restaurant",1260651218,4,4,4,"akorsak","American Brown Ale",4,3.5,"American Brown Ale",5.4,48928,4588
16526,"Elk Creek Cafe & Aleworks",1290976177,4,4.5,4,"akorsak","American IPA",4.5,4,"Homegrown Hairy John IPA",9,63947,4589
751,"Big Sky Brewing Company",1238604305,4.5,4.5,4,"ChainGangGuy","Russian Imperial Stout",4.5,4.5,"Ivan The Terrible",10,45849,4590
18149,"The Lost Abbey",1227314215,4,4,4,"akorsak","Flanders Red Ale",4.5,4.5,"Red Poppy Ale",5.5,38530,4591
161,"Florida Beer Company",1146362724,3.5,2.5,3.5,"ChainGangGuy","English Porter",3.5,3.5,"Ybor Gold Gaspars Porter",5.2,16604,4592
140,"Sierra Nevada Brewing Co.",1291488279,4,4,4,"womencantsail","American Porter",4.5,4.5,"Sierra Nevada Bourbon Barrel Aged Imperial Smoked Porter",10,64026,4593
73,"Great Lakes Brewing Company",1198301822,4,4,4.5,"ChainGangGuy","Vienna Lager",4.5,4,"Great Lakes Eliot Ness",6.2,229,4594
48,"Brouwerij Van Steenberge N.V.",1234663484,3.5,3.5,4,"ChainGangGuy","Tripel",3.5,3.5,"Augustijn Ale",8,1631,4595
30,"Avery Brewing Company",1188759386,2.5,3,3,"ChainGangGuy","American Double / Imperial Stout",2.5,2,"Mephistopheles' Stout",16.8,28204,4596
13307,"Mikkeller ApS",1279827795,1.5,3,3.5,"womencantsail","Russian Imperial Stout",3,2,"Black Hole (Rum Edition)",13.1,58635,4597
10629,"Schmohz Brewing Company",1259421538,1.5,3,4,"BuckeyeNation","American Double / Imperial IPA",1.5,2,"Hopknocker Imperial IPA",9.5,21260,4598
2743,"Green Flash Brewing Co.",1181956929,4,3.5,4,"akorsak","American Barleywine",4,4,"Barleywine Style Ale",10.9,33599,4599
199,"Ballast Point Brewing Company",1262626941,4.5,4,3.5,"womencantsail","American Pale Ale (APA)",4,4.5,"Even Keel",3.5,30944,4600
3599,"Baird Brewing Company / Fishmarket Taproom",1270045921,4,3,3.5,"BuckeyeNation","Winter Warmer",3.5,3.5,"Jubilation Ale",7,46978,4601
5316,"Full Sail Brewery & Tasting Room & Pub",1229538675,3,3.5,3,"ChainGangGuy","Winter Warmer",3.5,3.5,"Full Sail Wassail",7,217,4602
132,"Rogue Ales",1275408338,3.5,3.5,4.5,"ChainGangGuy","American Strong Ale",4,4,"Glen Ale ( JLS Release #27)",7.8,38141,4603
263,"Brauerei Heller-Trum / Schlenkerla",1226631217,4.5,4,4,"ChainGangGuy","Rauchbier",4.5,4,"Aecht Schlenkerla Rauchbier Urbock",6.6,1324,4604
353,"Carlton & United Breweries, Ltd.",1181689119,4,3.5,4.5,"BuckeyeNation","Milk / Sweet Stout",4,4,"Sheaf Stout",5.7,1992,4605
60,"Cooperstown Brewing Company",1153965395,4,3.5,3.5,"akorsak","American Brown Ale",4,4,"Striker",NA,23111,4606
4260,"Brasserie D'Ecaussinnes",1214053845,3,3.5,4,"BuckeyeNation","Tripel",3,3.5,"Ultra Blonde",8,9069,4607
158,"Great Divide Brewing Company",1185554003,4.5,3.5,4,"ChainGangGuy","Belgian Strong Pale Ale",4,3.5,"Hades Ale",7.8,37216,4608
73,"Great Lakes Brewing Company",1299275655,4.5,4,4,"womencantsail","Dortmunder / Export Lager",4,4,"Great Lakes Dortmunder Gold",5.8,228,4609
3717,"Micro-Brasserie L'Alchimiste",1319043401,2.5,2.5,3,"ChainGangGuy","Eisbock",3,2.5,"Eisbock (Congelator)",9.4,35821,4610
3818,"Southern Tier Brewing Company",1103905775,4.5,4,4,"BuckeyeNation","English Pale Mild Ale",4.5,4,"Mild Ale",4.8,9668,4611
35,"Boston Beer Company (Samuel Adams)",1218801973,3,3,3.5,"BuckeyeNation","Fruit / Vegetable Beer",3.5,3.5,"LongShot Grape Pale Ale",5.35,40919,4612
35,"Boston Beer Company (Samuel Adams)",1309824649,3.5,3,4,"akorsak","American IPA",4,3,"Latitude 48 Deconstructed IPA - East Kent Goldings",6,68397,4613
1762,"St. George Brewing Company, The",1211561283,4,4,4,"ChainGangGuy","Russian Imperial Stout",4,4.5,"Winter Stout (Russian Imperial Stout)",7.6,27811,4614
17271,"Bootlegger's Brewery",1266646212,4,4,4,"womencantsail","American Wild Ale",4,3.5,"Lambic #4",NA,56246,4615
143,"Spoetzl Brewery",1303756083,3.5,4,4,"ChainGangGuy","Altbier",4,3.5,"Shiner Old-Time Alt",4.2,64657,4616
3120,"Alpine Beer Company",1258581700,4.5,5,4.5,"BuckeyeNation","American IPA",4,4.5,"Duet IPA",7,27604,4617
17287,"Wedge Brewing Company",1290614335,4.5,4,3.5,"ChainGangGuy","Czech Pilsener",4,4,"Julian Price Pilsner",5.9,63310,4618
1033,"Max Lager's American Grill & Brewery",1258233590,3,3,3.5,"ChainGangGuy","Munich Dunkel Lager",2.5,3,"Max Black",NA,4152,4619
688,"Coastal Extreme Brewing Co.",1199212822,3,3.5,4,"ChainGangGuy","American IPA",3.5,3,"Newport Storm Summer Ale",6.1,37382,4620
33,"Berkshire Brewing Company Inc.",1230835598,4,4.5,4,"akorsak","Scotch Ale / Wee Heavy",4,4.5,"Berkshire Bourbon Barrel Scotch Ale",9.2,39619,4621
8,"Widmer Brothers Brewing Company",1284743762,3.5,3.5,4,"ChainGangGuy","American Double / Imperial IPA",3.5,3.5,"Deadlift Imperial IPA",8.6,55286,4622
19127,"Metropolitan Brewing",1306888660,2.5,3,3.5,"womencantsail","Altbier",3.5,2,"Iron Works Alt",5.8,67215,4623
164,"Harvey & Son Ltd.",1169327025,4.5,4,4,"ChainGangGuy","Winter Warmer",4.5,4,"Harveys Christmas Ale",8.1,2307,4624
187,"Brouwerij Lindemans",1150340625,4,3.5,3.5,"akorsak","Lambic - Fruit",3.5,4,"Lindemans Apple",3.5,36583,4625
877,"River Horse Brewing Co.",1198534125,4,3.5,3.5,"ChainGangGuy","American Blonde Ale",3,3.5,"River Horse Summer Blonde",4.5,9491,4626
16504,"Nebraska Brewing Company",1297467763,3,3,3,"womencantsail","American Barleywine",3,3,"Fathead Barleywine Reserve Series Aged In Whiskey Barrels",10.8,54565,4627
75,"Grupo Modelo S.A. de C.V.",1146425941,3,3,3.5,"akorsak","American Adjunct Lager",3,2.5,"Pacífico",4.8,2755,4628
6277,"Stakhanovitz",1138148027,1.5,1.5,3,"BuckeyeNation","Euro Pale Lager",2,1.5,"Bogemia",8.4,12155,4629
793,"Lake Louie Brewery Company",1267222946,3,3.5,3.5,"akorsak","Witbier",3,3.5,"Belgian Prairie Moon Farmhouse Ale",NA,5600,4630
739,"Brouwerij De Ranke",1174077015,3.5,4,4,"akorsak","Lambic - Fruit",4,4,"Kriek De Ranke",7,4924,4631
160,"Wychwood Brewery Company Ltd",1203735818,4.5,4,4,"ChainGangGuy","English Pale Ale",4.5,4,"WychCraft",4.5,27190,4632
684,"Fish Brewing Company / Fishbowl Brewpub",1086385546,3.5,3.5,4,"BuckeyeNation","American IPA",3.5,3,"Fish Tale India Pale Ale",6.5,7219,4633
2980,"Alameda Brewhouse",1314999936,2.5,3,4,"womencantsail","American Double / Imperial IPA",3.5,3,"Yellow Wolf Imperial IPA",8.2,51783,4634
10485,"East End Brewing Company",1169426493,4,4,4,"akorsak","American Stout",3.5,3.5,"Blackstrap Stout",6.2,20954,4635
1862,"Top of the Hill Restaurant and Brewery",1202960661,4,3,3.5,"ChainGangGuy","Extra Special / Strong Bitter (ESB)",3.5,3.5,"Ellie's ESB",4.1,15593,4636
15237,"De Struise Brouwers",1273124155,4.5,4.5,4.5,"womencantsail","Quadrupel (Quad)",4.5,4.5,"Pannepot",10,34306,4637
19348,"Xbeeriment I/S",1306029167,4,4.5,4,"akorsak","American Double / Imperial Stout",4,4,"Xbeeriment Black Force One",10.4,67487,4638
16866,"The Bruery",1252117222,4,4.5,4.5,"womencantsail","Fruit / Vegetable Beer",4,4.5,"Autumn Maple Barrel Aged",13,52367,4639
392,"Weyerbacher Brewing Co.",1152396488,4,4,4,"akorsak","Russian Imperial Stout",4,4,"Old Heathen Imperial Stout",8,1128,4640
60,"Cooperstown Brewing Company",1154138171,4,4,4,"akorsak","English Porter",4,4,"Benchwarmer Porter",6.3,176,4641
675,"Brouwerij Roman N.V.",1270615620,3.5,3.5,4,"womencantsail","Belgian Strong Pale Ale",3.5,3,"Sloeber",7.5,7634,4642
394,"Stoudts Brewing Co.",1238244548,4.5,4,4,"BuckeyeNation","American Porter",4,4,"Stoudt's Winter Ale (2008-2009)",5.5,7063,4643
741,"Lakefront Brewery, Inc.",1156099544,4,3.5,4,"BuckeyeNation","American Amber / Red Lager",3.5,4,"Riverwest Stein Beer",5.68,2219,4644
409,"Central Coast Brewing",1208118290,2,2,4,"ChainGangGuy","Scotch Ale / Wee Heavy",2.5,1.5,"Scotch Ale",NA,40241,4645
24827,"High Water Brewing",1307777003,3,3.5,4,"womencantsail","American Double / Imperial IPA",4,3,"Retribution",9.5,65945,4646
2171,"Four Peaks Brewing Company",1213357651,4,3.5,3.5,"BuckeyeNation","English Pale Ale",3.5,3.5,"8th Street Ale",5,6815,4647
717,"Oak Creek Brewing Co.",1135200938,3,3,3.5,"BuckeyeNation","English Brown Ale",3,3,"Oak Creek Nut Brown Ale",6,7133,4648
20417,"White Birch Brewing",1297042099,3.5,4.5,4,"akorsak","American Double / Imperial Stout",4,4,"White Birch Holiday Ale 2010",7.1,66019,4649
1923,"Uerige Obergärige Hausbrauerei GmbH / Zum Uerige",1191041287,3,4.5,3.5,"ChainGangGuy","Altbier",4,3,"Uerige Sticke",6,16146,4650
6045,"Iron Hill Brewery & Restaurant",1286452522,3.5,3.5,4,"akorsak","American Barleywine",4,4,"Sasquatch",9.5,50551,4651
716,"Asahi Breweries Ltd",1208061922,3.5,3,3,"ChainGangGuy","Euro Pale Lager",3,3,"Asahi Select",NA,24204,4652
73,"Great Lakes Brewing Company",1286817147,4.5,4,4,"womencantsail","Märzen / Oktoberfest",4,4,"Great Lakes Oktoberfest",6.5,13896,4653
694,"Tröegs Brewing Company",1325039465,4,4,4,"akorsak","Milk / Sweet Stout",4.5,4,"Scratch Beer 27 - 2010 (Cocaoabunga)",6.7,56032,4654
562,"Steinhaus Brewing Co.",1300278156,4,3.5,4,"BuckeyeNation","American Blonde Ale",3.5,3.5,"Mission St. Blonde Ale",4.4,43074,4655
414,"Diamond Bear Brewing Company",1225558779,3,3.5,3.5,"ChainGangGuy","English Pale Ale",3.5,3.5,"Pale Ale",6.2,1216,4656
144,"Sprecher Brewing Company",1204468243,4,4,4,"BuckeyeNation","Irish Dry Stout",3.5,4,"Irish Style Stout",5.73,3052,4657
15324,"Five Seasons North",1320854133,4,3.5,3.5,"ChainGangGuy","Tripel",4,3.5,"Garden Gnome Trippel",NA,75065,4658
287,"Bell's Brewery, Inc.",1270367375,3.5,4.5,4.5,"womencantsail","American Strong Ale",4,3.5,"Bell's Batch 9000",12.5,55732,4659
10279,"OPA-OPA Steakhouse & Brewery",1199061536,4,3,4,"akorsak","American IPA",4,4.5,"Opa Opa IPA",6,20335,4660
2641,"New Old Lompoc Brewery",1238373985,3.5,4,4,"ChainGangGuy","American Double / Imperial IPA",4,4,"C-Note Imperial Pale Ale",6.9,12153,4661
19490,"Hometown Beverages Brewing Company",1263130642,2.5,2.5,3,"BuckeyeNation","American Amber / Red Lager",2,2.5,"New Jersey Lager",NA,48291,4662
199,"Ballast Point Brewing Company",1312220274,3.5,3.5,4,"womencantsail","American Barleywine",4.5,3.5,"3 Sheets Barleywine",9.5,46203,4663
30,"Avery Brewing Company",1129994489,4,4.5,4.5,"BuckeyeNation","Saison / Farmhouse Ale",4,4,"Avery Anniversary Ale - Twelve (Saison Ale)",7.6,23540,4664
